Dataset,Fold,Model,Versao,MSE,MAE
airfoild,1,SVR,Hardness-RO,1360773061.6455126,15803.363159489407
airfoild,1,NNET,Original,2288760173.981468,38085.35135332025
airfoild,1,NNET,RO,4287406196.496921,62272.97992465462
airfoild,1,NNET,Hardness-RO,2526410579.9918823,38872.29981580983
airfoild,1,XGB,Original,6097903.2772468375,1331.3201412299782
airfoild,1,XGB,RO,16776187.413735013,2614.302975435986
airfoild,1,XGB,Hardness-RO,1035183391.3679203,10473.944391984402
airfoild,1,RF,Original,3535806.4446613956,1346.8617322259136
airfoild,1,RF,RO,9674051.662296858,2250.7497413037263
airfoild,1,RF,Hardness-RO,1002149640.1906426,10406.061196181225
airfoild,1,BAGGING,Original,6078187.704141785,1559.7294318936877
airfoild,1,BAGGING,RO,28906014.63305129,2966.2842255552223
airfoild,1,BAGGING,Hardness-RO,955208370.1808035,10320.783203183735
airfoild,2,SVR,Original,1118380347.647063,13702.717752177728
airfoild,2,SVR,RO,1090928265.3297663,21534.553713840505
airfoild,2,SVR,Hardness-RO,1218188864.8902843,14544.479981692937
airfoild,2,NNET,Original,1893786956.2744286,34422.97820570705
airfoild,2,NNET,RO,4072774197.3576937,60950.18586896308
airfoild,2,NNET,Hardness-RO,2348748592.385677,39381.781341363254
airfoild,2,XGB,Original,4463443.408645226,1365.8227691605402
airfoild,2,XGB,RO,12500559.518818486,2411.7189608166464
airfoild,2,XGB,Hardness-RO,758069026.9798926,8209.218007163621
airfoild,2,RF,Original,3188602.6096127485,1237.66835448505
airfoild,2,RF,RO,29030344.799146924,2836.8536717612233
airfoild,2,RF,Hardness-RO,771744247.875893,8754.28901734046
airfoild,2,BAGGING,Original,2934569.0181179163,1157.4702691029902
airfoild,2,BAGGING,RO,32899162.53739601,2987.2879187739795
airfoild,2,BAGGING,Hardness-RO,792119258.2390018,9116.035559944752
airfoild,3,SVR,Original,1747972686.1697073,18585.397347879378
airfoild,3,SVR,RO,1550101594.428863,24735.733605580477
airfoild,3,SVR,Hardness-RO,1867893640.6289802,19599.960911564933
airfoild,3,NNET,Original,2606494759.0766926,40489.463359625544
airfoild,3,NNET,RO,4087669625.07875,60329.70584990047
airfoild,3,NNET,Hardness-RO,3198601928.2331824,44098.86208581245
airfoild,3,XGB,Original,7679544.918546927,1563.6006936148708
airfoild,3,XGB,RO,25212638.604147293,2753.8691211383607
airfoild,3,XGB,Hardness-RO,1208020515.5883775,12887.913474356312
airfoild,3,RF,Original,3380411.790498588,1274.503438205981
airfoild,3,RF,RO,62948203.41330098,3694.270554453479
airfoild,3,RF,Hardness-RO,1414855289.8655453,14044.501395766698
airfoild,3,BAGGING,Original,7451237.972819141,1394.7626345514948
airfoild,3,BAGGING,RO,67179039.4535589,3861.735010591474
airfoild,3,BAGGING,Hardness-RO,1378512413.7654245,13710.99239195362
airfoild,4,SVR,Original,1229451736.1457438,14880.440115925596
airfoild,4,SVR,RO,1163054508.8405845,21069.89112784086
airfoild,4,SVR,Hardness-RO,1326716431.0422363,15424.551900898616
airfoild,4,NNET,Original,2145447345.4263444,36035.478898980095
airfoild,4,NNET,RO,4014492525.5425344,60260.61462726764
airfoild,4,NNET,Hardness-RO,2568351141.957578,39298.380449452845
airfoild,4,XGB,Original,8607882.693176592,1490.871953187561
airfoild,4,XGB,RO,18526054.45127667,2780.4344303039547
airfoild,4,XGB,Hardness-RO,970130220.7743807,10593.317822395835
airfoild,4,RF,Original,4644299.749314364,1443.0943780000002
airfoild,4,RF,RO,16968543.918950394,2572.0485729065035
airfoild,4,RF,Hardness-RO,1117380936.196944,11707.153701861558
airfoild,4,BAGGING,Original,10047758.314870812,1752.63858
airfoild,4,BAGGING,RO,37453003.16800653,3038.631631508347
airfoild,4,BAGGING,Hardness-RO,1146254911.0439613,11461.309068535302
airfoild,5,SVR,Original,1598138934.4586625,17413.592684596733
airfoild,5,SVR,RO,1443842980.0416152,24107.741931038418
airfoild,5,SVR,Hardness-RO,1720052071.9687202,18617.57460188673
airfoild,5,NNET,Original,2198756098.2350926,37204.070787074736
airfoild,5,NNET,RO,3611213146.162427,56164.455188357955
airfoild,5,NNET,Hardness-RO,2629283140.7027407,39977.1439706364
airfoild,5,XGB,Original,4853289.631265503,1525.7614666570028
airfoild,5,XGB,RO,28715544.01458524,3325.1351469197593
airfoild,5,XGB,Hardness-RO,1244382336.96241,12918.003163671876
airfoild,5,RF,Original,9537622.131053777,1811.937689666667
airfoild,5,RF,RO,38584419.086326145,3345.9135851053916
airfoild,5,RF,Hardness-RO,1432025758.793355,14704.48799632797
airfoild,5,BAGGING,Original,24850203.10786716,2434.7441433333333
airfoild,5,BAGGING,RO,46359330.5468824,3605.3710859182347
airfoild,5,BAGGING,Hardness-RO,1484296432.240804,15256.048563101633
analcatdata_apnea3,1,SVR,Original,16452680.151017494,1135.1676877270647
analcatdata_apnea3,1,SVR,RO,16213711.893823195,1185.8478920518887
analcatdata_apnea3,1,SVR,Hardness-RO,16234380.544906817,1184.0777190437018
analcatdata_apnea3,1,NNET,Original,1215582.6543966455,476.48807220294606
analcatdata_apnea3,1,NNET,RO,2305176.977207894,1054.428135812847
analcatdata_apnea3,1,NNET,Hardness-RO,1104222.8015763534,388.03301945389006
analcatdata_apnea3,1,XGB,Original,973742.4280249991,393.62240833441416
analcatdata_apnea3,1,XGB,RO,1125521.3454992713,529.4219148278237
analcatdata_apnea3,1,XGB,Hardness-RO,1853852.54495826,495.9075290809075
analcatdata_apnea3,1,RF,Original,1694642.5026733333,450.91755555555557
analcatdata_apnea3,1,RF,RO,1899987.6773223314,516.8312431018313
analcatdata_apnea3,1,RF,Hardness-RO,3055515.446313652,621.0864893897889
analcatdata_apnea3,1,BAGGING,Original,2184071.4824444437,490.6111111111111
analcatdata_apnea3,1,BAGGING,RO,1796834.8303672886,518.2920056217624
analcatdata_apnea3,1,BAGGING,Hardness-RO,2612779.1003015414,574.1690740165616
analcatdata_apnea3,2,SVR,Original,8333720.144073587,772.4314366602175
analcatdata_apnea3,2,SVR,RO,8203927.1468485305,793.0508134210235
analcatdata_apnea3,2,SVR,Hardness-RO,8224758.228958532,786.5056401039933
analcatdata_apnea3,2,NNET,Original,664147.1328469834,413.16618862871474
analcatdata_apnea3,2,NNET,RO,1172726.4562838294,796.8887561964266
analcatdata_apnea3,2,NNET,Hardness-RO,1715938.3622197164,607.5482550157043
analcatdata_apnea3,2,XGB,Original,762056.672742119,421.43506484892634
analcatdata_apnea3,2,XGB,RO,1195097.3335713067,506.31485974788666
analcatdata_apnea3,2,XGB,Hardness-RO,2125525.0291263727,610.1667220539517
analcatdata_apnea3,2,RF,Original,1161811.6162388888,445.277
analcatdata_apnea3,2,RF,RO,1179046.4899967466,473.5007550354011
analcatdata_apnea3,2,RF,Hardness-RO,976267.0272876762,439.5375311164481
analcatdata_apnea3,2,BAGGING,Original,836518.6222222223,410.73333333333335
analcatdata_apnea3,2,BAGGING,RO,1128999.1969143697,497.7247440523643
analcatdata_apnea3,2,BAGGING,Hardness-RO,1187158.9592332426,463.9398314809032
analcatdata_apnea3,3,SVR,Original,11914865.013783008,884.1308449337262
analcatdata_apnea3,3,SVR,RO,11736542.443147391,929.7172297264253
analcatdata_apnea3,3,SVR,Hardness-RO,11752613.699110204,923.526570257256
analcatdata_apnea3,3,NNET,Original,1675427.8503182742,431.10579053331406
analcatdata_apnea3,3,NNET,RO,1865603.7455971562,624.7898222284831
analcatdata_apnea3,3,NNET,Hardness-RO,9002239.936464718,785.4599040969
analcatdata_apnea3,3,XGB,Original,3126589.4126192587,575.0959919545386
analcatdata_apnea3,3,XGB,RO,2549028.1169721102,599.8929412596756
analcatdata_apnea3,3,XGB,Hardness-RO,1908146.820020724,512.0356234441201
analcatdata_apnea3,3,RF,Original,1197664.7207488886,371.7146666666666
analcatdata_apnea3,3,RF,RO,1488390.2491218308,452.8636765503443
analcatdata_apnea3,3,RF,Hardness-RO,1944997.6346946699,468.4488554449312
analcatdata_apnea3,3,BAGGING,Original,1027210.0462222218,354.7488888888888
analcatdata_apnea3,3,BAGGING,RO,1141394.1083717067,405.9171443842645
analcatdata_apnea3,3,BAGGING,Hardness-RO,1837736.4987423318,434.7350647683827
analcatdata_apnea3,4,SVR,Original,11660443.850682467,735.9533574176926
analcatdata_apnea3,4,SVR,RO,11435041.596244546,839.1043574006065
analcatdata_apnea3,4,SVR,Hardness-RO,11357612.393140465,892.0725742346572
analcatdata_apnea3,4,NNET,Original,883252.8345520379,494.01814801111436
analcatdata_apnea3,4,NNET,RO,2134346.071811001,1106.6870333706377
analcatdata_apnea3,4,NNET,Hardness-RO,824919.5065360176,336.31059489271496
analcatdata_apnea3,4,XGB,Original,1370712.2987678607,377.041638456285
analcatdata_apnea3,4,XGB,RO,1298151.0887126802,428.51016657153764
analcatdata_apnea3,4,XGB,Hardness-RO,208755.40758996244,249.34820685651567
analcatdata_apnea3,4,RF,Original,220505.22406444442,206.21599999999998
analcatdata_apnea3,4,RF,RO,248360.873527988,239.9726848928879
analcatdata_apnea3,4,RF,Hardness-RO,486650.39806143945,290.0810172221951
analcatdata_apnea3,4,BAGGING,Original,283645.4743333332,223.28555555555553
analcatdata_apnea3,4,BAGGING,RO,484001.3087856226,283.4175038886506
analcatdata_apnea3,4,BAGGING,Hardness-RO,413955.82430232724,277.26816145257385
analcatdata_apnea3,5,SVR,Original,5006808.344122156,625.787605446372
analcatdata_apnea3,5,SVR,RO,4917672.167573559,652.798105178408
analcatdata_apnea3,5,SVR,Hardness-RO,4864918.881602527,677.5166046127747
analcatdata_apnea3,5,NNET,Original,1820314.5572799046,436.9774116690935
analcatdata_apnea3,5,NNET,RO,2792907.6061129696,992.6188672446737
analcatdata_apnea3,5,NNET,Hardness-RO,1734503.1064312335,524.0492259442314
analcatdata_apnea3,5,XGB,Original,834389.1357992508,387.75199618414047
analcatdata_apnea3,5,XGB,RO,889850.7365726543,462.74518293274775
analcatdata_apnea3,5,XGB,Hardness-RO,1696009.8293251325,438.2164311044746
analcatdata_apnea3,5,RF,Original,738504.4615033333,363.1392222222222
analcatdata_apnea3,5,RF,RO,678462.3514133273,363.4794403030709
analcatdata_apnea3,5,RF,Hardness-RO,1808302.4206030823,448.17071043121985
analcatdata_apnea3,5,BAGGING,Original,889611.2841111112,407.95222222222213
analcatdata_apnea3,5,BAGGING,RO,645547.5794449806,361.65017563488504
analcatdata_apnea3,5,BAGGING,Hardness-RO,2059745.9792007194,482.47563726137764
available_power,1,SVR,Original,1331.1619956517852,21.433339942612545
available_power,1,SVR,RO,795.3299041725234,19.04629797572702
available_power,1,SVR,Hardness-RO,1566.897984476751,24.382588465015328
available_power,1,NNET,Original,509.2146134373938,14.972333267152724
available_power,1,NNET,RO,588.1167782339363,16.12723693283365
available_power,1,NNET,Hardness-RO,654.1343239813408,16.851202183720112
available_power,1,XGB,Original,53.11417770385742,1.4743818044662476
available_power,1,XGB,RO,84.43083953857422,2.2989678382873535
available_power,1,XGB,Hardness-RO,114.05452728271484,4.02819299697876
available_power,1,RF,Original,41.12729674000039,2.0209708316460393
available_power,1,RF,RO,61.57607308655943,2.6051122991351523
available_power,1,RF,Hardness-RO,141.75401511475877,4.6677508292911565
available_power,1,BAGGING,Original,36.08519096618554,2.166081922847851
available_power,1,BAGGING,RO,59.688992300503386,2.7068629108656808
available_power,1,BAGGING,Hardness-RO,158.15679127242228,4.96624233044944
available_power,2,SVR,Original,965.8347623079861,18.582223129023323
available_power,2,SVR,RO,687.1348825958901,18.82383683282764
available_power,2,SVR,Hardness-RO,1246.5606515740142,21.723669665904332
available_power,2,NNET,Original,444.39405318721634,15.314855024638607
available_power,2,NNET,RO,5652.13384499577,16.85597080481469
available_power,2,NNET,Hardness-RO,360.15334379581105,13.115721500283211
available_power,2,XGB,Original,14.471604347229004,1.2841298580169678
available_power,2,XGB,RO,27.452096939086914,2.3633320331573486
available_power,2,XGB,Hardness-RO,119.60738372802734,3.939981698989868
available_power,2,RF,Original,20.98913241407813,1.7532810330635817
available_power,2,RF,RO,37.957843231882535,2.4943715344366315
available_power,2,RF,Hardness-RO,221.8061962323934,4.622821371312644
available_power,2,BAGGING,Original,27.633590690548704,2.0352602998724882
available_power,2,BAGGING,RO,34.190460254350015,2.538375324275601
available_power,2,BAGGING,Hardness-RO,203.83034534881372,4.697336603070674
available_power,3,SVR,Original,1062.5199734989799,19.636543668270313
available_power,3,SVR,RO,811.3980763407628,19.41645210097411
available_power,3,SVR,Hardness-RO,1376.1963691958194,22.81512920924062
available_power,3,NNET,Original,483.4037962216048,14.455433026940202
available_power,3,NNET,RO,525.3509432599311,15.340021770085276
available_power,3,NNET,Hardness-RO,445.989014287887,13.743945749230809
available_power,3,XGB,Original,67.05419158935547,1.6454304456710815
available_power,3,XGB,RO,96.41730499267578,2.6642532348632812
available_power,3,XGB,Hardness-RO,182.6211395263672,4.47360372543335
available_power,3,RF,Original,58.70230569409106,2.0772157867595364
available_power,3,RF,RO,78.29151707105576,2.883558168220668
available_power,3,RF,Hardness-RO,196.56387477496813,4.988158200690861
available_power,3,BAGGING,Original,68.03356603116927,2.3316602032227025
available_power,3,BAGGING,RO,72.30743273993241,2.962968033509701
available_power,3,BAGGING,Hardness-RO,190.39477421544365,5.380980603655605
available_power,4,SVR,Original,1084.98782746155,18.962535694345213
available_power,4,SVR,RO,781.8195533754939,18.82811157553608
available_power,4,SVR,Hardness-RO,1273.8285642297758,21.055881917288254
available_power,4,NNET,Original,576.8430934090234,15.931929674898534
available_power,4,NNET,RO,8327.66372595479,16.803733761929085
available_power,4,NNET,Hardness-RO,625.8552517624055,12.662981902698988
available_power,4,XGB,Original,15.673399925231934,1.2706608772277832
available_power,4,XGB,RO,37.440914154052734,2.354619264602661
available_power,4,XGB,Hardness-RO,270.08001708984375,5.284866809844971
available_power,4,RF,Original,20.931289507188676,1.788735990860991
available_power,4,RF,RO,45.01100150386782,2.7009616762866764
available_power,4,RF,Hardness-RO,247.24252715452357,5.2011722307464465
available_power,4,BAGGING,Original,21.22740475503432,1.9275456603581609
available_power,4,BAGGING,RO,41.79185936438989,2.8644523809523808
available_power,4,BAGGING,Hardness-RO,267.58886878014533,5.6274900157663685
available_power,5,SVR,Original,742.8938358355142,18.38503511542966
available_power,5,SVR,RO,772.9343134527842,19.651326727058308
available_power,5,SVR,Hardness-RO,788.7343186438715,18.9270668367208
available_power,5,NNET,Original,532.3253446507182,16.448335670333893
available_power,5,NNET,RO,615.9922280093234,17.201285907151377
available_power,5,NNET,Hardness-RO,486.53280790161864,15.979947238936825
available_power,5,XGB,Original,41.046329498291016,1.930248737335205
available_power,5,XGB,RO,94.45641326904297,3.5362861156463623
available_power,5,XGB,Hardness-RO,125.57215881347656,3.8412179946899414
available_power,5,RF,Original,58.047998597573034,2.746596552174678
available_power,5,RF,RO,166.60286558195432,4.705459656084656
available_power,5,RF,Hardness-RO,127.20430956474621,4.575552301216754
available_power,5,BAGGING,Original,55.86782487243945,2.6432748015873018
available_power,5,BAGGING,RO,196.32965657833032,4.947023148148148
available_power,5,BAGGING,Hardness-RO,140.17678540611908,4.8856014810806485
boston,1,SVR,Original,69.82374137064664,5.806754516207894
boston,1,SVR,RO,206.87428667582068,13.289610948742716
boston,1,SVR,Hardness-RO,69.5891884178494,5.933446207374997
boston,1,NNET,Original,15569.206001708613,83.2092422334428
boston,1,NNET,RO,14997.790913154795,93.18019763230944
boston,1,NNET,Hardness-RO,1245.3651521386034,28.80043510521755
boston,1,XGB,Original,11.447200010466856,2.314443026336969
boston,1,XGB,RO,10.660689790835121,2.438098174450444
boston,1,XGB,Hardness-RO,11.843953726611412,2.2143652224073223
boston,1,RF,Original,14.75227215686275,2.370078431372549
boston,1,RF,RO,15.149066716662576,2.6173034098339927
boston,1,RF,Hardness-RO,11.240649511149556,2.2443816191516603
boston,1,BAGGING,Original,16.61883431372549,2.5699019607843137
boston,1,BAGGING,RO,16.055446264436906,2.7974421373020406
boston,1,BAGGING,Hardness-RO,12.344066379961934,2.3972130199139636
boston,2,SVR,Original,76.11581032084405,6.230063760226251
boston,2,SVR,RO,85.42515517983057,6.584180282900776
boston,2,SVR,Hardness-RO,75.24500726227787,6.401401373530997
boston,2,NNET,Original,5874.006793371691,54.134851943716995
boston,2,NNET,RO,13656.5051806108,94.79675991733342
boston,2,NNET,Hardness-RO,6083.697556591014,67.03012396543863
boston,2,XGB,Original,19.788625611433513,2.9136182898342025
boston,2,XGB,RO,15.520612845961136,2.6603044708176413
boston,2,XGB,Hardness-RO,21.922018088392296,2.937135527393606
boston,2,RF,Original,13.872693108910891,2.537465346534654
boston,2,RF,RO,14.718608022420456,2.667835986550461
boston,2,RF,Hardness-RO,21.202275836605168,2.9961155400182884
boston,2,BAGGING,Original,15.644258415841588,2.6208910891089108
boston,2,BAGGING,RO,17.292758088147,2.940928641404504
boston,2,BAGGING,Hardness-RO,21.11910699945456,3.1470497452027835
boston,3,SVR,Original,96.39380546809024,7.198727094573496
boston,3,SVR,RO,150.87963469241484,10.606745183659111
boston,3,SVR,Hardness-RO,90.63006455342489,7.089305883532548
boston,3,NNET,Original,45850.289154832826,162.63498839996586
boston,3,NNET,RO,44687.335832961006,131.1755491022336
boston,3,NNET,Hardness-RO,4088.9295350635593,35.243180149778496
boston,3,XGB,Original,13.796366952540446,2.657425876655201
boston,3,XGB,RO,16.645958363331573,2.6420393745497894
boston,3,XGB,Hardness-RO,17.123676468943913,2.746584461703158
boston,3,RF,Original,12.899274336633658,2.581663366336634
boston,3,RF,RO,14.72744541878439,2.610593525030932
boston,3,RF,Hardness-RO,18.21419923484674,2.7654924669567578
boston,3,BAGGING,Original,14.356811881188115,2.7708910891089116
boston,3,BAGGING,RO,13.714706026136414,2.7227316387690124
boston,3,BAGGING,Hardness-RO,18.879572844656884,2.9023446161029964
boston,4,SVR,Original,107.73120895439565,7.363211731312448
boston,4,SVR,RO,111.20344434381843,7.376999697624476
boston,4,SVR,Hardness-RO,106.91735252363935,7.302500969768059
boston,4,NNET,Original,24568.572036591217,127.2332810133455
boston,4,NNET,RO,6407.388876225802,66.8971788242432
boston,4,NNET,Hardness-RO,736.9712124729296,21.823256967902694
boston,4,XGB,Original,10.01532097870131,2.3989120936629793
boston,4,XGB,RO,12.412376441924103,2.5784143315683496
boston,4,XGB,Hardness-RO,15.7322126073929,2.87396936888742
boston,4,RF,Original,9.478352514851476,2.366079207920791
boston,4,RF,RO,15.55409583896206,2.947581791864604
boston,4,RF,Hardness-RO,12.409902048582286,2.5661740818761536
boston,4,BAGGING,Original,9.914978217821778,2.452673267326732
boston,4,BAGGING,RO,17.07246028728687,2.9893604064875077
boston,4,BAGGING,Hardness-RO,15.18986714140548,2.8129223730059185
boston,5,SVR,Original,77.83968834238534,5.8215749093598115
boston,5,SVR,RO,138.57190194523034,10.267862343950007
boston,5,SVR,Hardness-RO,77.16790900905336,5.988557333646966
boston,5,NNET,Original,59453.96773611553,172.85422936992757
boston,5,NNET,RO,9827.249867416458,69.53449328951082
boston,5,NNET,Hardness-RO,1087.4632254299272,26.179948858580026
boston,5,XGB,Original,14.029704193613034,2.375525546309971
boston,5,XGB,RO,15.978970708477064,2.7676490840345327
boston,5,XGB,Hardness-RO,26.25112792216741,3.4079511283647896
boston,5,RF,Original,12.105271207920783,2.324198019801979
boston,5,RF,RO,13.5446549715135,2.5317105490154446
boston,5,RF,Hardness-RO,23.77675865685336,3.1284589527811613
boston,5,BAGGING,Original,11.138757425742572,2.3646534653465343
boston,5,BAGGING,RO,14.06418804533047,2.540832503408756
boston,5,BAGGING,Hardness-RO,27.263875745276685,3.5592659658665884
cocomo_numeric,1,SVR,Original,1288975.2170179933,619.8119421838248
cocomo_numeric,1,SVR,RO,1054241.089960635,518.470385492704
cocomo_numeric,1,SVR,Hardness-RO,1056483.98088504,519.0359790902698
cocomo_numeric,1,NNET,Original,78300.55453459255,210.78246683621248
cocomo_numeric,1,NNET,RO,96682.0494818319,226.49012129916025
cocomo_numeric,1,NNET,Hardness-RO,93507.16889088688,231.66702802860573
cocomo_numeric,1,XGB,Original,317566.6985132441,342.9137921651204
cocomo_numeric,1,XGB,RO,346297.93590023887,320.29736442565917
cocomo_numeric,1,XGB,Hardness-RO,365974.23152235517,343.62949326833086
cocomo_numeric,1,RF,Original,383546.0543996806,389.3490666666667
cocomo_numeric,1,RF,RO,342212.96687092475,357.33772134107926
cocomo_numeric,1,RF,Hardness-RO,339003.55736844556,357.865626204757
cocomo_numeric,1,BAGGING,Original,340837.682704,366.9566666666667
cocomo_numeric,1,BAGGING,RO,334083.12000617175,352.96018738123666
cocomo_numeric,1,BAGGING,Hardness-RO,367675.51572839153,352.13057175074556
cocomo_numeric,2,SVR,Original,19264.540495346144,121.3106331678689
cocomo_numeric,2,SVR,RO,187248.81567731965,409.2773366254878
cocomo_numeric,2,SVR,Hardness-RO,79490.46128319789,255.73500938154038
cocomo_numeric,2,NNET,Original,9736.416806347019,62.518886791903164
cocomo_numeric,2,NNET,RO,11682.036924109614,65.5153793457472
cocomo_numeric,2,NNET,Hardness-RO,10527.925619630196,70.69289166313317
cocomo_numeric,2,XGB,Original,2092.9261520033706,31.06299425760905
cocomo_numeric,2,XGB,RO,5341.346033700265,51.257615979512536
cocomo_numeric,2,XGB,Hardness-RO,1619.297085663324,28.878288968404135
cocomo_numeric,2,RF,Original,2741.855510666668,29.785333333333302
cocomo_numeric,2,RF,RO,5842.42670843683,45.875634761181225
cocomo_numeric,2,RF,Hardness-RO,10830.551834541304,77.15935546613719
cocomo_numeric,2,BAGGING,Original,3706.3897000000034,36.93500000000001
cocomo_numeric,2,BAGGING,RO,5229.502898492329,49.94623245857704
cocomo_numeric,2,BAGGING,Hardness-RO,24728.370321247698,100.42065038219327
cocomo_numeric,3,SVR,Original,186770.50368073522,237.58765949942824
cocomo_numeric,3,SVR,RO,288065.12443649286,522.8932911861765
cocomo_numeric,3,SVR,Hardness-RO,173491.7192733029,355.5889744830618
cocomo_numeric,3,NNET,Original,120392.85779241909,151.46283397562658
cocomo_numeric,3,NNET,RO,129928.81923901779,198.446071021459
cocomo_numeric,3,NNET,Hardness-RO,125515.23713478474,184.0499214622735
cocomo_numeric,3,XGB,Original,125758.3260674163,150.82451928456624
cocomo_numeric,3,XGB,RO,122260.73188239765,170.54558110237122
cocomo_numeric,3,XGB,Hardness-RO,148720.01442436062,191.36115652720136
cocomo_numeric,3,RF,Original,143946.91326100004,170.3841666666667
cocomo_numeric,3,RF,RO,163977.36668059093,182.35114592796822
cocomo_numeric,3,RF,Hardness-RO,146941.2660440127,229.17412220850187
cocomo_numeric,3,BAGGING,Original,185610.4708,193.81000000000003
cocomo_numeric,3,BAGGING,RO,98224.55527125718,153.05119611859007
cocomo_numeric,3,BAGGING,Hardness-RO,184283.75554711142,226.8645898526073
cocomo_numeric,4,SVR,Original,900724.8728872701,574.1783975280083
cocomo_numeric,4,SVR,RO,666945.4446674885,716.1200446838778
cocomo_numeric,4,SVR,Hardness-RO,716748.0533592855,651.3315237998636
cocomo_numeric,4,NNET,Original,51157.19505834279,143.36131879121208
cocomo_numeric,4,NNET,RO,45320.311310731864,149.62370145907343
cocomo_numeric,4,NNET,Hardness-RO,15214.705791184693,104.4139896671323
cocomo_numeric,4,XGB,Original,339372.0747214416,336.1139078617096
cocomo_numeric,4,XGB,RO,310240.44389675715,345.40741567611695
cocomo_numeric,4,XGB,Hardness-RO,302471.2618487131,317.8402665138245
cocomo_numeric,4,RF,Original,206786.91008366665,236.50383333333332
cocomo_numeric,4,RF,RO,213029.11228510438,261.138200617707
cocomo_numeric,4,RF,Hardness-RO,274276.66986799997,284.60866666666664
cocomo_numeric,4,BAGGING,Original,215796.56116666668,240.4916666666667
cocomo_numeric,4,BAGGING,RO,241627.93369814716,306.56255136378616
cocomo_numeric,4,BAGGING,Hardness-RO,273396.3441666667,286.41166666666663
cocomo_numeric,5,SVR,Original,82949.96587763722,182.15628307197005
cocomo_numeric,5,SVR,RO,92513.07516641362,287.08407031928124
cocomo_numeric,5,SVR,Hardness-RO,94171.694242719,289.69634745123113
cocomo_numeric,5,NNET,Original,20415.438291426988,96.08195538450754
cocomo_numeric,5,NNET,RO,22226.506096664216,110.48354981325296
cocomo_numeric,5,NNET,Hardness-RO,19613.724690109404,88.75286160178489
cocomo_numeric,5,XGB,Original,23375.9753467931,85.57419115702311
cocomo_numeric,5,XGB,RO,13200.008514933326,73.87603225708007
cocomo_numeric,5,XGB,Hardness-RO,10816.916885551394,58.72658704121907
cocomo_numeric,5,RF,Original,12458.879561666663,74.29316666666666
cocomo_numeric,5,RF,RO,3595.09027779564,47.16736506433267
cocomo_numeric,5,RF,Hardness-RO,17582.22160510693,83.34356450840801
cocomo_numeric,5,BAGGING,Original,18239.176233333335,77.91166666666666
cocomo_numeric,5,BAGGING,RO,10883.913112321768,79.19139741392222
cocomo_numeric,5,BAGGING,Hardness-RO,29863.37738255394,108.5533268361883
compactiv,1,SVR,Original,54.704045914615,5.341542104479483
compactiv,1,SVR,RO,82.90270929506583,6.941214283913422
compactiv,1,SVR,Hardness-RO,109.43486487140854,6.422934945278013
compactiv,1,NNET,Original,392952.0904573819,561.3194040051144
compactiv,1,NNET,RO,112674.01932746281,132.540794257707
compactiv,1,NNET,Hardness-RO,132243.61460365512,152.21198827714707
compactiv,1,XGB,Original,5.369161605834961,1.6355820894241333
compactiv,1,XGB,RO,6.441802024841309,1.7776398658752441
compactiv,1,XGB,Hardness-RO,10.42557430267334,1.770189881324768
compactiv,1,RF,Original,6.88569048200122,1.7451555826723613
compactiv,1,RF,RO,7.61120274557657,1.8521598535692494
compactiv,1,RF,Hardness-RO,7.971929957291032,1.839914582062233
compactiv,1,BAGGING,Original,7.740829774252593,1.8748017083587554
compactiv,1,BAGGING,RO,8.917107992678464,1.9614399023794995
compactiv,1,BAGGING,Hardness-RO,8.741915802318488,1.920561317876754
compactiv,2,SVR,Original,56.871709654926306,5.468559735419929
compactiv,2,SVR,RO,77.939711262052,6.693657278016835
compactiv,2,SVR,Hardness-RO,143.0606765698038,6.901455339290542
compactiv,2,NNET,Original,89861.92343911403,129.59098321319692
compactiv,2,NNET,RO,176013.53250517708,350.29249254367335
compactiv,2,NNET,Hardness-RO,616063.7148698339,716.9630866561964
compactiv,2,XGB,Original,4.82700252532959,1.6287983655929565
compactiv,2,XGB,RO,5.83104944229126,1.7673627138137817
compactiv,2,XGB,Hardness-RO,5.755947113037109,1.7178401947021484
compactiv,2,RF,Original,5.335565039658328,1.698273337400854
compactiv,2,RF,RO,5.932109273947529,1.7849237339841368
compactiv,2,RF,Hardness-RO,5.989069127516777,1.8053508236729714
compactiv,2,BAGGING,Original,6.034746796827334,1.8042098840756557
compactiv,2,BAGGING,RO,6.5565039658328255,1.886455155582672
compactiv,2,BAGGING,Hardness-RO,6.701128737034778,1.9043929225137277
compactiv,3,SVR,Original,58.52106640548755,5.366294209879389
compactiv,3,SVR,RO,77.4489172129337,6.620339329493808
compactiv,3,SVR,Hardness-RO,77.70376862917284,6.027816416897426
compactiv,3,NNET,Original,70022.691368945,123.62185322204235
compactiv,3,NNET,RO,97828.00599470428,127.73764772692536
compactiv,3,NNET,Hardness-RO,21092104.704737905,4401.917796908679
compactiv,3,XGB,Original,5.447918891906738,1.6410918235778809
compactiv,3,XGB,RO,6.058579444885254,1.7510854005813599
compactiv,3,XGB,Hardness-RO,6.209633827209473,1.7073919773101807
compactiv,3,RF,Original,6.0487877289377305,1.6858547008547011
compactiv,3,RF,RO,6.41866514041514,1.7438888888888888
compactiv,3,RF,Hardness-RO,6.616109279609279,1.7778998778998776
compactiv,3,BAGGING,Original,6.667234432234433,1.7934676434676433
compactiv,3,BAGGING,RO,7.195152625152626,1.84004884004884
